Portefeuille,T1 Sharpe,T1 σ,T2 Sharpe,T2 σ,T3 Sharpe,T3 σ,Δ T1,Δ T2,Δ T3,p-val T1,p-val T2,p-val T3
Ref_60_40,0.7083581813089167,0.0676929240247157,0.4036754079102836,0.0712485798667548,-1.5723553123442533,0.1059127218710315,0.0,0.0,0.0,1.0,1.0,1.0
Bitcoin_10,1.0078142664860137,0.084497671071603,1.4578282206287634,0.0899860317086458,-1.3918159051151024,0.1165312679979843,0.299456085177097,1.0541528127184798,0.18053940722915085,0.70644033060972,0.5904557757006745,0.9870175126140726
Ethereum_10,0.5488716156829666,0.090798957669654,1.056343334393232,0.105448915827715,-2.091004548378459,0.1356888981668267,-0.1594865656259501,0.6526679264829485,-0.5186492360342057,0.9854368205433681,0.6953554670808486,0.687961051530095
BNB_10,1.1330645512107196,0.0844457238822227,0.731342101660902,0.0860404900802029,-1.6426690279127043,0.1080666373566123,0.4247063699018029,0.32766669375061835,-0.07031371556845101,0.6288539644865521,0.8536116717410116,0.9658291760438051
UNI_10,0.2430692466603164,0.0934055705555316,1.4816251889178202,0.0896430361195454,-1.8628381582442777,0.1140850318183983,-0.4652889346486003,1.0779497810075367,-0.2904828459000244,0.810429241652943,0.5836689611069381,0.8616128765483733
USDT_10,0.6221667077109391,0.061000559505418,0.3290149585100036,0.0643049847144908,-1.6205465936320318,0.0955048715618235,-0.08619147359797763,-0.07466044940028,-0.0481912812877785,0.9042740004525527,0.9618722517018345,0.9611840901553713
BTC_USDT_5_5,0.8733956605518391,0.0704780669444987,1.0103406100689334,0.0753911487110705,-1.5221414169470908,0.1041165305006013,0.16503747924292245,0.6066652021586498,0.05021389539716248,0.8787215911483248,0.7827454540287718,0.974477448831431
